,lib_code,lib_name,addr,lib_latitude,lib_longitude,address1,address2,lib_sign,api_lib_sign,tel,fax,homepage,operatingTime,closedOn,lib_type,lib_type_nm,establish,open_year,zipcode,lib_utmk_x,lib_utmk_y,first_loan_year,part_year,master_lib_code,lib_alias,code,locate_code,addr_old,lib_name_nl,lib_name_origin,main_lib,areacode1,areacode2,wd_area_code,행정동
210,4515,강남구립역삼도서관,서울특별시 강남구 역삼로7길 16,37.495260200000004,127.03319099999999,서울특별시,강남구,111103.0,111103.0,02-508-1139,02-508-1139,https://library.gangnam.go.kr/yslib,"자료실, 열람실 (평일 : 09시~18시 / 주말 : 09시~17시)",매주 월요일 / 일요일을 제외한 법정공휴일,1,공공,지자체,2007,06244,958735.990590888,1944102.80116316,2007.0,2015.0,4500,역삼,MF,1,서울특별시 강남구 역삼1동 829-20,강남구립 역삼도서관,역삼도서관,N,서울특별시,강남구,서울,역삼1동
211,4516,강남구립열린도서관,"서울특별시 강남구 일원로 115, 삼성생명빌딩 B동 203호",37.483932,127.084402,서울특별시,강남구,711265.0,711265.0,02-3412-3970,-,https://library.gangnam.go.kr/yllib,"평일 오전 9시~오후 9시, 주말 오전 9시~오후5시",매주 월요일 / 일요일을 제외한 법정공휴일,1,공공,공립,2008,06060,959408.490817291,1946558.40788626,2008.0,2015.0,4500,열린,MH,1,서울특별시 강남구 논현동 119,열린도서관,열린도서관,N,서울특별시,강남구,서울,일원본동
212,4517,강남구립역삼푸른솔도서관,서울특별시 강남구 테헤란로8길 36,37.4964736,127.031856,서울특별시,강남구,111127.0,111127.0,02-2051-1178,02-2051-1178,https://library.gangnam.go.kr/ysplib,"자료실: 09시~18시(월~금) 09시~17시(토,일) / 열람실: 06시~22시",매주 화요일 / 법정공휴일,1,공공,지자체,2009,06240,958618.650899794,1944238.00613464,2009.0,2015.0,4500,푸른솔,MG,1,서울특별시 강남구 역삼동 827-61 4층,강남구립역삼푸른솔도서관,역삼 푸른솔 도서관,N,서울특별시,강남구,서울,역삼1동
276,6000,강서구립등빛도서관,서울특별시 강서구 강서로62길 48,37.562433899999995,126.84235359999998,서울특별시,강서구,111309.0,111309.0,02-3664-6990,02-3664-8045,http://lib.gangseo.seoul.kr/,"평일 자료실 (화~금) - 09:00 ~ 22:00, 평일 일반열람실(화~금) -07:00~22:00, 주말자료실-09:00~22:00, 주말일반열람실-07:00~22:00, 매주월요일(일반열람실)-09:00~18:00","마지막주 월요일(단, 마지막주를 제외한 매주 월요일은 2, 3층 휴관, 4층 개방) / 법정공휴일",1,공공,지자체,2012,07585,941918.688876909,1951656.15706286,2012.0,2016.0,6000,등빛,GS000007,1,서울특별시 강서구 등촌동 690-1,,,Y,서울특별시,강서구,서울,등촌3동
277,6001,강서구립가양도서관,서울특별시 강서구 양천로61길 101,37.559397,126.86533859999999,서울특별시,강서구,111453.0,111453.0,02-3665-8797,02-3665-0235,http://lib.gangseo.seoul.kr/,"어린이자료실=화~금 9:00~18:00, 토~일 9:00~17:00 / 종합자료실, 학습열람실=화~토 9:00~22:00, 일 9:00~17:00","매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관)",1,공공,지자체,2015,07531,943946.400203103,1951305.26963063,2015.0,2016.0,6000,가양,GS000033,1,서울특별시 강서구 가양3동 1493,,,N,서울특별시,강서구,서울,가양3동
278,6002,강서구립곰달래도서관,서울특별시 강서구 강서로5길 50,37.5291122,126.84907779999999,서울특별시,강서구,111378.0,111378.0,02-2065-3785,02-2065-3799,http://lib.gangseo.seoul.kr/,"6층 종합자료실 : 09:00~22:00(화요일~토요일), 09:00~20:00(일요일) / 5층 어린이자료실 :  09:00~18:00(화요일~토요일), 09:00~17:00(일요일) / 6층 열람실 : 07:00~22:00 (화요일~일요일)",매주 월요일 / 법정공휴일,1,공공,지자체,2013,07781,942486.960921743,1947955.13446729,2013.0,2016.0,6000,곰달래,GS000002,1,서울특별시 강서구 화곡8동 890,,,N,서울특별시,강서구,서울,화곡8동
279,6003,강서구립우장산숲속도서관,서울특별시 강서구 우현로 34,37.54842670000001,126.8418183,서울특별시,강서구,111118.0,111118.0,02-2696-6689,02-2696-6692,http://lib.gangseo.seoul.kr/,09:00 ~ 22:00,"매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관)",1,공공,지자체,2009,07690,941860.530555757,1950102.45100778,2009.0,2016.0,6000,우장산,GS000006,1,서울특별시 강서구 화곡동 1159-4,,,N,서울특별시,강서구,서울,우장산동
280,6004,강서영어도서관,서울특별시 강서구 곰달래로57가길 26,37.5349763,126.86043659999999,서울특별시,강서구,111373.0,111373.0,02-2061-2270,02-2061-2276,http://lib.gangseo.seoul.kr/,09:00~18:00,"매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관)",1,공공,지자체,2012,07740,943495.017126209,1948598.84192496,2012.0,2016.0,6000,영어,GS000001,1,서울특별시 강서구 화곡동 809-1,,,N,서울특별시,강서구,서울,화곡4동
281,6007,강서구립길꽃어린이도서관,서울특별시 강서구 금낭화로24길 5,37.5786886,126.8138658,서울특별시,강서구,111067.0,111067.0,02-2663-4764,02-2663-4766,http://lib.gangseo.seoul.kr/,09:00~22:00,"매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관)",1,공공,지자체,2007,07511,939415.871945995,1953477.53887691,2007.0,2016.0,6000,길꽃,GS000003,1,서울특별시 강서구 방화3동 828,,,N,서울특별시,강서구,서울,방화3동
282,6008,강서구립꿈꾸는어린이도서관,서울특별시 강서구 공항대로 615,37.5473333,126.8731625,서울특별시,강서구,111098.0,111098.0,02-3663-4025,02-3663-4024,http://lib.gangseo.seoul.kr/,"3층 꿈동이자료실 :  화~금 9:00~18:00, 토~일 9:00~17:00 / 4층 꿈돌이자료실 : 화~토 9:00~22:00, 일 9:00~17:00","매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관)",1,공공,지자체,2008,07558,944628.492903721,1949962.22055909,2008.0,2016.0,6000,꿈꾸는,GS000004,1,서울특별시 강서구 염창동 281-25,,,N,서울특별시,강서구,서울,염창동
283,6009,강서구립푸른들청소년도서관,서울특별시 강서구 강서로45다길 71,37.544683,126.8351,서울특별시,강서구,111097.0,111097.0,02-2691-1630,02-2691-1632,http://lib.gangseo.seoul.kr/,평일 09:00 ~18:00(야간22:00) / 토 09:00 ~17:00(야간22:00) /일 09:00~17:00,"매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관)",1,공공,지자체,2008,07709,941264.135508169,1949691.2805631,2008.0,2016.0,6000,푸른들,GS000005,1,서울특별시 강서구 화곡3동 1019,,,N,서울특별시,강서구,서울,화곡3동
323,7300,관악중앙도서관,서울특별시 관악구 신림로3길 35,37.467125200000005,126.94481680000001,서울특별시,관악구,111045.0,111045.0,02-828-5700,02-828-5810,http://lib.gwanak.go.kr/,"9시~18시(평일), 9시~17시(주말)","매주 월요일 / 국가공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관), 도서관 사정으로 휴관하는 날",1,공공,지자체,2002,08825,950905.608213202,1941023.81145041,2002.0,2016.0,7300,관악,MA,1,서울특별시 관악구 신림동 209-1,,,Y,서울특별시,관악구,서울,대학동
324,7301,성현동작은도서관,"서울특별시 관악구 관악로37길 56, 동아아파트 상가B동 5층",37.4872372,126.95603829999999,서울특별시,관악구,111063.0,111063.0,02-877-7182,02-877-7184,http://lib.gwanak.go.kr/,"9시~18시(평일), 9시~17시(주말)","매주 월요일 / 국가공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관), 도서관 사정으로 휴관하는 날",1,공공,지자체,2006,08726,951910.813646126,1943249.31747417,2006.0,2016.0,7300,성현,KP,1,서울특별시 관악구 봉천동 1703-1,,,N,서울특별시,관악구,서울,성현동
325,7302,글빛정보도서관,서울특별시 관악구 관악로30길 23,37.4861679,126.95965,서울특별시,관악구,111062.0,111062.0,02-878-7460,02-878-7461,http://lib.gwanak.go.kr/,"9시~18시(평일), 9시~17시(주말)","매주 월요일 / 국가공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관), 도서관 사정으로 휴관하는 날",1,공공,지자체,2006,08734,952229.429246948,1943128.84661293,2006.0,2016.0,7300,글빛,KJ,1,서울특별시 관악구 봉천동 1717-4,,,N,서울특별시,관악구,서울,청림동
326,7303,은천동작은도서관,서울특별시 관악구 봉천로33나길 30,37.4852797,126.94239640000002,서울특별시,관악구,111160.0,111160.0,02-877-1162,02-877-1165,http://lib.gwanak.go.kr/,"9시~18시(평일), 9시~17시(주말)","매주 월요일 / 국가공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관), 도서관 사정으로 휴관하는 날",1,공공,지자체,2009,08750,950703.499028505,1943039.20091991,2009.0,2016.0,7300,은천,KE,1,서울특별시 관악구 봉천동 905-29,,,N,서울특별시,관악구,서울,은천동
327,7304,조원도서관,서울특별시 관악구 조원로12길 25,37.4826794,126.9078028,서울특별시,관악구,111192.0,111192.0,02-851-5571,02-851-5573,http://lib.gwanak.go.kr/,"9시~18시(평일), 9시~17시(주말)","매주 월요일 / 국가공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관), 도서관 사정으로 휴관하는 날",1,공공,지자체,2011,08766,947643.313095009,1942769.38920154,2011.0,2016.0,7300,조원,KW,1,서울특별시 관악구 조원동 568-27,,,N,서울특별시,관악구,서울,조원동
423,5300,광진정보도서관,서울특별시 광진구 아차산로78길 90,37.5506122,127.10820600000001,서울특별시,광진구,111036.0,111036.0,02-3437-5092,02-3437-0165,http://www.gwangjinlib.seoul.kr/,"평일/ 자료실 09:00~22:00 (어린이실,멀티미디어실 18:00시), 열람실 09:00~23:00 , 주말/ 자료실 09:00~17:00, 열람실 09:00~22:00","매월 둘째주, 넷째주 화요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관), 장서 점검 및 관장이 필요하다고 인정하는 날",1,공공,지자체,2000,04969,965392.617025178,1950213.51622373,2000.0,2015.0,5300,광진정보,MA,1,서울특별시 광진구 광장동 112,,,Y,서울특별시,광진구,서울,광장동
424,5301,중곡문화체육센터도서관,서울특별시 광진구 능동로 433,37.5677352,127.0825706,서울특별시,광진구,111116.0,111116.0,02-3408-4960,02-3408-4950,http://www.gwangjinlib.seoul.kr/,"평일 09:00 ~ 22:00, 주말 09:00 ~ 17:00","매월 첫째주, 셋째주 월요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관)",1,공공,지자체,2008,04904,963136.654668223,1952122.96516542,2008.0,2015.0,5300,중곡문화,MD,1,서울특별시 광진구 중곡동 168-8,,,N,서울특별시,광진구,서울,중곡3동
425,5302,자양제4동도서관,서울특별시 광진구 자양4동 63-1,37.5340446,127.0640456,서울특별시,광진구,111115.0,111115.0,02-465-0737,02-465-0739,http://www.gwangjinlib.seoul.kr/,동절기(11월~2월): 09:00~19:00 / 하절기(3월~10월): 09:00~20:00 / 주말공통 09:00~17:00 ※현재 코로나19로 인한 축소운영중입니다. (평일 09:00~18:00 / 주말 09:00~17:00),"매월 첫째주, 셋째주 화요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관)",1,공공,지자체,2008,05084,961483.363360564,1948392.60885963,2008.0,2015.0,5300,자양4동,MC,1,서울특별시 광진구 구의동 587-29,,,N,서울특별시,광진구,서울,자양4동
426,5303,구의제3동도서관,서울특별시 광진구 구의동 587-29,37.53807020000001,127.0896864,서울특별시,광진구,111305.0,111305.0,02-454-6294,02-454-6295,http://www.gwangjinlib.seoul.kr/,오전 9시,"매월 둘째주, 넷째주 월요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관), 장서 점검 및 관장이 필요하다고 인정하는 날",1,공공,지자체,2015,05047,963750.690954226,1948829.03261807,2015.0,2015.0,5300,구의3동,MB,1,서울특별시 광진구 자양4동 63-1,,,N,서울특별시,광진구,서울,구의3동
427,8400,도봉문화정보도서관,서울특별시 도봉구 덕릉로 315,37.644055,127.0420503,서울특별시,도봉구,111041.0,111041.0,02-900-1835,02-900-1551,http://www.unilib.dobong.kr/,07:00~23:00,"매주 화요일 / 일요일을 제외한 법정공휴일(단, 공휴일과 일요일이 겹치는 일요일은 휴무)",1,공공,지자체,2001,01485,959599.572356858989224,1960606.97428641,2001.0,2016.0,8400,문화정보,MA,1,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관,,,Y,서울특별시,도봉구,서울,창2동
444,8418,도봉아이나라도서관,서울특별시 도봉구 노해로69길 151,37.659007200000005,127.0494699,서울특별시,도봉구,111189.0,111189.0,02-995-4171,-,http://www.unilib.dobong.kr/,"월,수,목,금 09:00~20:00 / 토,일 09:00~17:00","매주 화요일 / 일요일을 제외한 관공서 공휴일, 기타 도서관장이 정하는 날",1,공공,지자체,2008,01411,960262.103010466089472,1962262.69720587,2008.0,2018.0,8400,아이나라,MB,1,,,,N,서울특별시,도봉구,서울,창4동
446,8420,도봉구립학마을도서관,서울특별시 도봉구 시루봉로 128,37.662109,127.027821,서울특별시,도봉구,111129.0,111129.0,02-955-0655,-,http://www.unilib.dobong.kr/,오전 7시~ 오후 10시,"매주 월요일(단, 제2열람실은 오전 9시부터 오후 6시까지 이용가능, 매월 네번째 월요일은 전체휴관) / 관공서 공휴일, 기타 도서관장이 정하는 날",1,공공,지자체,2009,01359,959896.223522567539476,1960509.08360732,2009.0,2018.0,8400,학마을,MC,1,,,,N,서울특별시,도봉구,서울,방학3동
448,8422,도봉구립무수골도서관,서울특별시 도봉구 도봉로175길 10,37.682958899999996,127.0428608,서울특별시,도봉구,111208.0,111208.0,02-3492-0078,-,http://www.unilib.dobong.kr/,"화~금 09:00-18:00, 토,일 09:00-17:00","매주 월요일 / 법정공휴일 및 정부 지정 임시공휴일, 기타 도서관장이 정하는 날",1,공공,지자체,2011,01305,959692.117866290849634,1964922.88201162,2011.0,2018.0,8400,무수골,MD,1,,,,N,서울특별시,도봉구,서울,도봉1동
449,8424,도봉기적의도서관,서울특별시 도봉구 마들로 797,37.6676581,127.049132,서울특별시,도봉구,111457.0,111457.0,02-3493-7171,-,http://www.unilib.dobong.kr/,평일 09:00 ~ 20:00 / 주말 09:00 ~ 17:00,"매주 화요일 / 법정공휴일, 기타 도서관장이 정하는 날",1,공공,지자체,2015,01320,960236.914165545487776,1963222.6283756,2015.0,2018.0,8400,기적,ME,1,,,,N,서울특별시,도봉구,서울,방학1동
451,8426,둘리도서관,서울특별시 도봉구 시루봉로1길 6,37.6538444,127.0227892,서울특별시,도봉구,111454.0,111454.0,02-990-2200,-,http://www.unilib.dobong.kr/,10:00 ~ 17:30,"매주 월요일 / 법정 공휴일, 기타 도서관장이 정하는 날",1,공공,지자체,2015,01376,957905.86944460333325,1961701.54289202,2015.0,2018.0,8400,둘리,MF,1,,,,N,서울특별시,도봉구,서울,쌍문1동
452,8300,성동구립도서관,서울특별시 성동구 고산자로10길 9,37.559208,127.03496000000001,서울특별시,성동구,111035.0,111035.0,02-2204-6420,02-2299-6449,https://www.sdlib.or.kr/SD/,"09:00~20:00(평일), 09:00~18:00(주말)","매주 월요일 / 정부가 지정한 공휴일, 장서 및 시설 점검 등 관장이 필요하다고 인정하는 날",1,공공,지자체,1999,04744,958927.440923507,1951196.65868891,1999.0,2016.0,8300,성동,MA,1,서울특별시 성동구 행당동 142-4,,,Y,서울특별시,성동구,서울,행당1동
453,8301,성동구립무지개도서관,서울특별시 성동구 고산자로 270,37.563394,127.03674,서울특별시,성동구,111119.0,111119.0,02-2286-6025,02-2286-6027,https://www.sdlib.or.kr/RB,09:00~21:00 ※ 코로나19로 단축 운영 중(화~일요일 09:00~18:00),"매주 월요일 / 법정공휴일, 임시공휴일",1,공공,지자체,2008,04750,959086.941405929,1951660.29700362,2008.0,2016.0,8300,무지개,MB,1,서울특별시 성동구 행당동 7,,,N,서울특별시,성동구,서울,행당1동
454,8302,성동구립금호도서관,서울특별시 성동구 난계로 20,37.554169,127.02488000000001,서울특별시,성동구,111068.0,111068.0,02-2204-6450,02-2282-5448,https://www.sdlib.or.kr/KH/,-,"매주 월요일 / 정부가 지정한 공휴일, 장서 및 시설 점검 등 관장이 필요하다고 인정하는 날",1,공공,지자체,2006,04718,958034.339336376,1950642.06095926,2006.0,2016.0,8300,금호,MC,1,서울특별시 성동구 금호동1가 688,,,N,서울특별시,성동구,서울,금호1가동
455,8303,성동구립용답도서관,서울특별시 성동구 용답중앙3길 10,37.566922,127.05129,서울특별시,성동구,111076.0,111076.0,02-2204-6470,02-2216-3663,https://www.sdlib.or.kr/YD/,화-일 09:00~18:00,"매주 월요일 / 정부가 지정한 공휴일, 장서 및 시설 점검 등 관장이 필요하다고 인정하는 날",1,공공,지자체,2007,04804,960373.808346892,1952045.4754333,2007.0,2016.0,8300,용답,MD,1,서울특별시 성동구 용답동 95-1,,,N,서울특별시,성동구,서울,용답동
456,8304,성동구립성수도서관,서울특별시 성동구 뚝섬로1길 43,37.545305,127.04703,서울특별시,성동구,111344.0,111344.0,02-2204-7590,02-462-7590,https://www.sdlib.or.kr/SS/,화~일 09:00~18:00 - 일반열람실 포함,"매주 월요일 / 국가공휴일, 임시공휴일(장서 및 시설 점검 등 관장이 필요하다고 인정하는 날)",1,공공,지자체,2012,04778,959986.042565675,1949648.99090591,2012.0,2016.0,8300,성수,ME,1,서울특별시 성동구 성수1가1동 656-323 성수문화복지회관 7층,,,N,서울특별시,성동구,서울,성수1가1동
457,8305,성동구립청계도서관,서울특별시 성동구 마장로 141,37.567838,127.02552,서울특별시,성동구,111442.0,111442.0,02-2204-7580,02-2296-7580,https://www.sdlib.or.kr/CG/,화~금 09:00~20:00 / 주말 09:00~18:00,"매주 월요일 / 국가공휴일, 임시공휴일(장서 및 시설 점검 등 관장이 필요하다고 인정하는 날)",1,공공,지자체,2014,04700,958098.524527302,1952158.27959614,2014.0,2016.0,8300,청계,MF,1,서울특별시 성동구 상왕십리동 130-20,,,N,서울특별시,성동구,서울,왕십리도선동
501,9000,송파글마루도서관,서울특별시 송파구 충민로 120,37.480889000000005,127.130358,서울특별시,송파구,111435.0,111435.0,02-449-8855,02-449-7755,https://www.splib.or.kr/spjlib/,어린이실 : 09:00 ~ 18:00 / 일반자료실 : 09:00 ~ 22:00,"매주 월요일 / 법정공휴일(일요일 제외), 기타 도서관 사정에 의해 관장이 정한 날",1,공공,지자체,2013,05812,967318.931705792,1942470.25324389,2013.0,2017.0,9000,글마루,ME,1,,,,Y,서울특별시,송파구,서울,장지동
502,9001,송파어린이도서관,서울특별시 송파구 올림픽로 105,37.5120643,127.08241570000001,서울특별시,송파구,111117.0,111117.0,02-418-0303,02-418-0358,http://www.splib.or.kr/spclib/,오전 9시 ~ 오후 6시,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날",1,공공,지자체,2009,05501,963095.546773354639299,1945946.6647082,2009.0,2018.0,9000,어린이,MA,1,,,,N,서울특별시,송파구,서울,잠실2동
503,9002,거마도서관,서울특별시 송파구 거마로2길 19,37.4935096,127.1468394,서울특별시,송파구,111049.0,111049.0,02-449-2332,02-449-5932,https://www.splib.or.kr/spglib/,평일 / 08:00~23:00 휴일 / 08:00~22:00,"매월 둘째주, 넷째주 월요일 / 법정공휴일(일요일 제외), 기타 도서관 사정에 의해 관장이 정한 날",1,공공,지자체,2005,05768,968781.355040377,1943864.82691758,2005.0,2017.0,9000,거마,MB,1,,,,N,서울특별시,송파구,서울,거여2동
504,9003,소나무언덕잠실본동도서관,서울특별시 송파구 탄천동로 205,37.502967,127.077418,서울특별시,송파구,111191.0,111191.0,02-412-0750,02-412-0760,http://www.splib.or.kr/spmlib/,"4월~10월: 09:00~ 19:00, 11월~3월 : 09:00~18:00","매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날",1,공공,지자체,2015,-,962567.358051824,1944942.11462378,2015.0,2018.0,9000,소나무,MC,1,,,,N,서울특별시,송파구,서울,잠실본동
505,9004,송파어린이영어작은도서관,서울특별시 송파구 오금로 1,37.5217861,127.1010378,서울특별시,송파구,111259.0,111259.0,02-415-3567,02-415-3569,http://www.splib.or.kr/spelib/,오전 9시 ~ 오후 6시,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날",1,공공,지자체,2015,-,964745.875446496,1947018.09567299,2015.0,2018.0,9000,영어,MD,1,,,,N,서울특별시,송파구,서울,잠실6동
506,9005,돌마리도서관,서울특별시 송파구 백제고분로37길 16,37.5035159,127.10364979999999,서울특별시,송파구,111448.0,111448.0,02-414-7007,02-414-6006,https://www.splib.or.kr/spdlib/,09:00 ~ 22:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날",1,공공,지자체,2014,05684,964968.146187391,1944990.15872113,2014.0,2017.0,9000,돌마리,MF,1,,,,N,서울특별시,송파구,서울,석촌동
507,9006,가락몰도서관,서울특별시 송파구 양재대로 932,37.492994,127.112326,서울특별시,송파구,111456.0,111456.0,02-3435-0950,02-3435-0959,http://www.splib.or.kr/spalib/,09:00 ~ 18:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날",1,공공,사립,2016,05699,965730.196754067437723,1943819.6303548,2016.0,2018.0,9000,가락몰,MG,1,,,,N,서울특별시,송파구,서울,가락1동
509,9009,소나무언덕2호작은도서관,서울특별시 송파구 석촌호수로 155,37.5072203,127.0942233,서울특별시,송파구,111114.0,111114.0,02-424-0083,02-424-0788,http://www.splib.or.kr/sp2lib/,-,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날",1,공공,지자체,2009,05607,964136.743002628325485,1945404.68842712,2009.0,2018.0,9000,2호,BB,1,,,,N,서울특별시,송파구,서울,잠실3동
510,9010,소나무언덕3호작은도서관,서울특별시 송파구 성내천로 319,37.4923005,127.1566327,서울특별시,송파구,111173.0,111173.0,02-443-0130,02-443-0134,https://www.splib.or.kr/sp3lib/,9:00~22:00,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의해 관장이 정한 날",1,공공,지자체,2009,05761,969646.575349371,1943727.48277691,2009.0,2017.0,9000,3호,BC,1,,,,N,서울특별시,송파구,서울,마천1동
573,17000,중랑구립정보도서관,서울특별시 중랑구 신내로15길 197,37.6151557,127.0868682,서울특별시,중랑구,111034.0,111034.0,02-490-9113,02-490-9140,http://www.jungnanglib.seoul.kr/jnlib/,동절기(11~2월) : 08:00~23:00/ 하절기(3~10월) : 07:00~23:00,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일 및 근로자의 날(5월 1일), 창립기념일(12월 1일), 도서관 사정에 의한 임시휴관일, 단, 다섯째주 월요일은 정상운영",1,공공,지자체,1999,02041,963539.32081701,1957382.3605536,1999.0,2017.0,17000,정보,MA,1,,,,Y,서울특별시,중랑구,서울,묵1동
574,17001,중랑구립면목정보도서관,서울특별시 중랑구 면목로 397,37.58719179999999,127.0876595,서울특별시,중랑구,111060.0,111060.0,02-432-4123,02-432-4126,http://www.jungnanglib.seoul.kr/mmlib/,0.333333333333333,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 법정공휴일 및 근로자의 날(5월 1일), 창립기념일(12월 1일), 도서관 사정에 의한 임시휴관일, 단, 다섯째주 월요일은 정상운영",1,공공,지자체,2005,02219,963595.533184947,1954279.59052232,2005.0,2017.0,17000,면목,MB,1,,,,N,서울특별시,중랑구,서울,면목본동
575,17016,중랑숲어린이도서관,서울특별시 중랑구 망우로73길 46-1,37.6024771,127.10526159999999,서울특별시,중랑구,111311.0,111311.0,02-6235-1150,02-437-1150,http://www.jungnanglib.seoul.kr/suplib/,(화~금)09:00~18:00(토~일)09:00~17:00,"매주 월요일 / 일요일을 제외한 법정공휴일 및 근로자의 날(5월 1일), 창립기념일(12월 1일), 도서관 사정에 의한 임시휴관일",1,공공,지자체,2012,02065,965156.711005381,1955968.74338296,2012.0,2017.0,17000,중랑숲어린이,MD,1,,,,N,서울특별시,중랑구,서울,망우본동
620,5400,가온도서관,서울특별시 중구 동호로 14길 18,37.556388500000004,127.01086869999999,서울특별시,중구,111108.0,111108.0,02-2230-2921,02-2285-4607,https://www.e-junggulib.or.kr/,-,매주 월요일 / 법정공휴일,1,공공,지자체,2008,04607,956798.044670621,1950894.65027601,2008.0,2015.0,5400,가온,SJGL,1,서울특별시 중구 신당동 425-11,,,Y,서울특별시,중구,중구,다산동
621,5402,어울림도서관,서울특별시 중구 신당동 52-164,37.5617028,127.0189101,서울특별시,중구,111220.0,111220.0,02-2230-2901,02-2285-4609,https://www.e-junggulib.or.kr/,"어린이실 - 10:00~20:00(평일) 10:00~18:00(주말), 종합자료실 및 열람실 - 10:00~20:00(평일 및 주말)",매주 월요일 / 일요일을 제외한 법정공휴일,1,공공,지자체,2011,04584,957511.314219415,1951480.57846633,2011.0,2015.0,5400,어울림,SSG,1,,,,N,서울특별시,중구,중구,동화동
622,5403,남산타운문화센터 어린이도서관,서울특별시 중구 다산로32,37.5495114,127.0119,서울특별시,중구,111180.0,111180.0,02-2230-2941,02-2285-4608,https://www.e-junggulib.or.kr/,평일 : 오전 10:00 ~ 오후 08:00 / 주말 : 오전 10:00 ~ 오후 06:00,"매월 첫째주, 셋째주, 다섯째주 월요일, 매월 둘째주, 넷째주 일요일 / 공휴일",1,공공,지자체,2011,04595,956885.171950815,1950131.19908014,2011.0,2015.0,5400,남산타운,STC,1,,,,N,서울특별시,중구,중구,약수동
627,8427,쌍문채움도서관,서울특별시 도봉구 우이천로 340,37.649205200000004,127.02306670000002,서울특별시,도봉구,111496.0,111496.0,02-998-0910,02-998-0917,http://www.unilib.dobong.kr,"평일 09:00~20:00, 주말 09:00~17:00",매주 월요일 / 법정 공휴일,1,공공,지자체,,01450,957927.73026701,1961186.71535814,,2021.0,8400,쌍문채움,MG,1,,,,N,서울특별시,도봉구,서울,쌍문1동
637,10400,마포중앙도서관,서울특별시 마포구 성산로 128,37.563328799999994,126.9078837,서울특별시,마포구,111467.0,111467.0,02-3153-5800,02-3153-5849,https://mplib.mapo.go.kr/mcl/,코로나19로 임시운영중입니다. 자세한 운영시간은 홈페이지 참고 또는 전화문의 바랍니다.,"매주 월요일 / 관공서의 휴관일 및 국가가 정한 임시 공휴일, 기타 장서점검이나 공사 등의 이유로 관장이 필요하다고 인정하는 경우",1,공공,지자체,2017,03965,947706.788060943,1951716.96122766,2017.0,2018.0,10400,중앙,HQ,1,,,,Y,서울특별시,마포구,용산,성산1동
638,10401,마포구립서강도서관,서울특별시 마포구 독막로 165,37.547683299999996,126.93202859999998,서울특별시,마포구,111086.0,111086.0,02-3141-7053,02-3141-7059,https://mplib.mapo.go.kr/sglib/,코로나19로 임시운영중입니다. 자세한 운영시간은 홈페이지 참고 또는 전화문의 바랍니다.,"매주 화요일 / 일요일을 제외한 법정공휴일, 도서관의 보수공사 등으로 부득이 휴관하여야 할 경우, 장서 점검 및 시설점검 등 운영상 부분적으로 휴실할 필요가 있는 경우, 기타 관장이 필요하다고 인정할 경우",1,공공,지자체,2008,04099,949828.693762913,1949968.00851412,2008.0,2018.0,10400,서강,MA,1,,,,N,서울특별시,마포구,용산,서강동
