학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000001891,서울수리초등학교,초등학교,2011-03-01,공립,본교,운영,서울특별시 은평구 불광동 639,서울특별시 은평구 불광로14길 10-10,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.62029538,126.9341783,2021-03-25
B000001890,서울녹번초등학교,초등학교,1982-09-24,공립,본교,운영,서울특별시 은평구 녹번동 174,서울특별시 은평구 녹번로1길 1,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.60413521,126.9262845,2021-03-25
B000008284,둔촌중학교,중학교,1986-01-29,공립,본교,운영,서울특별시 강동구 둔촌동 19-1,서울특별시 강동구 진황도로61길 25-30,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.53033765,127.1462064,2021-03-25
B000002162,서울고명초등학교,초등학교,1980-11-29,공립,본교,운영,서울특별시 강동구 명일동 296-1,서울특별시 강동구 고덕로46길 53,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.55303605,127.14690459999998,2021-03-25
B000008394,봉림중학교,중학교,1989-04-21,공립,본교,운영,서울특별시 관악구 봉천동 1531-38,서울특별시 관악구 장군봉길 72,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.48019587,126.93847509999999,2021-03-25
B000008102,중화중학교,중학교,1970-03-03,공립,본교,운영,서울특별시 중랑구 면목동 83,서울특별시 중랑구 용마산로 364,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.58433185,127.09520090000001,2021-03-25
B000012090,강일고등학교,고등학교,2010-01-17,공립,본교,운영,서울특별시 강동구 강일동 685-1,서울특별시 강동구 아리수로98길 40,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.56379424,127.1777631,2021-03-25
B000002320,서울상도초등학교,초등학교,1967-03-11,공립,본교,운영,서울특별시 동작구 상도동 238-2,서울특별시 동작구 성대로21길 62,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.49995159,126.9372288,2021-03-25
B000011931,신광여자고등학교,고등학교,1953-06-08,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.543325,126.9701672,2021-03-25
B000008415,마장중학교,중학교,2005-03-01,공립,본교,운영,서울특별시 성동구 마장동 766-49,서울특별시 성동구 마장로35나길 31,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.56845142,127.0418024,2021-03-25
B000011328,신진과학기술고등학교,고등학교,1970-03-16,사립,본교,운영,서울특별시 은평구 응암동 114-1,서울특별시 은평구 은평로6길 16,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.59833062,126.9181588,2021-03-25
B000002176,서울상일초등학교,초등학교,1921-10-02,공립,본교,운영,서울특별시 강동구 상일동 325-1,서울특별시 강동구 천호대로 1477,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54714083,127.17233290000001,2021-03-25
B000011289,경기상업고등학교,고등학교,1923-05-14,공립,본교,운영,서울특별시 종로구 청운동 89-3,서울특별시 종로구 자하문로 136,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.58846775,126.97029669999999,2021-03-25
B000008447,동구여자중학교,중학교,1942-06-17,사립,본교,운영,서울특별시 성북구 성북동 168-275,서울특별시 성북구 성북로8길 71,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.5941935,127.00766540000001,2021-03-25
B000002081,상명초등학교,초등학교,1964-02-06,사립,본교,운영,서울특별시 노원구 중계동 515-1,서울특별시 노원구 덕릉로 541,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.64839699,127.0675498,2021-03-25
B000012088,명일여자고등학교,고등학교,1985-05-08,공립,본교,운영,서울특별시 강동구 명일동 40,서울특별시 강동구 명일로 350,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54981568,127.15030559999998,2021-03-25
B000008185,영남중학교,중학교,1980-10-02,공립,본교,운영,서울특별시 영등포구 대림동 735,서울특별시 영등포구 대림로31나길 17,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.49753079,126.89597959999999,2021-03-25
B000008186,대림중학교,중학교,1984-04-19,공립,본교,운영,서울특별시 영등포구 대림동 959,서울특별시 영등포구 시흥대로185길 6,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.49214261,126.9075629,2021-03-25
B000002252,서울우면초등학교,초등학교,2012-03-01,공립,본교,운영,서울특별시 서초구 우면동 690,서울특별시 서초구 태봉로 59,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.46434739,127.02378940000001,2021-03-25
B000008195,창동중학교,중학교,1983-03-01,공립,본교,운영,서울특별시 도봉구 방학동 722-27,서울특별시 도봉구 방학로 32,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.66276724,127.0496351,2021-03-25
B000001882,서울신도초등학교,초등학교,1928-12-01,공립,본교,운영,서울특별시 은평구 진관동 108,서울특별시 은평구 진관1로 77-23,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.63296389,126.92931809999999,2021-03-25
B000002182,서울천호초등학교,초등학교,1944-09-20,공립,본교,운영,서울특별시 강동구 천호동 230-9,서울특별시 강동구 구천면로 310-11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54740529,127.1364524,2021-03-25
B000002179,서울성내초등학교,초등학교,1969-03-27,공립,본교,운영,서울특별시 강동구 성내동 300-3,서울특별시 강동구 성내로3길 19,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.53124788,127.12246540000001,2021-03-25
B000002002,서울영문초등학교,초등학교,2005-03-01,공립,본교,운영,서울특별시 영등포구 문래동6가 13,서울특별시 영등포구 문래로 56,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.51968192,126.8876868,2021-03-25
B000001869,서울중랑초등학교,초등학교,1972-05-08,공립,본교,운영,서울특별시 중랑구 면목동 192-1,서울특별시 중랑구 봉우재로6길 26,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.589188299999996,127.0757847,2021-03-25
B000008334,마포중학교,중학교,1950-06-01,사립,본교,운영,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로 403,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.56004392,126.8528162,2021-03-25
B000001978,서울영남초등학교,초등학교,1956-05-17,공립,본교,운영,서울특별시 금천구 독산동 59-27,서울특별시 금천구 문성로 62-15,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.47568056,126.90943390000001,2021-03-25
B000002398,서울월곡초등학교,초등학교,1972-07-14,공립,본교,운영,서울특별시 성북구 장위동 246-194,서울특별시 성북구 장월로3길 42,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.6098232,127.0464227,2021-03-25
B000002221,서울등양초등학교,초등학교,1994-11-30,공립,본교,운영,서울특별시 강서구 등촌동 691,서울특별시 강서구 강서로56나길 140,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.56479579,126.84466599999999,2021-03-25
B000012095,강동고등학교,고등학교,1985-09-08,사립,본교,운영,서울특별시 강동구 상일동 267,서울특별시 강동구 구천면로 572,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.55025248,127.1610642,2021-03-25
B000012055,서초고등학교,고등학교,1984-04-18,공립,본교,운영,서울특별시 서초구 서초동 1504,서울특별시 서초구 반포대로27길 29,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48931678,127.00603740000001,2021-03-25
B000002051,서울공연초등학교,초등학교,1982-10-21,공립,본교,운영,서울특별시 노원구 공릉동 371-10,서울특별시 노원구 동일로192가길 16,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62704561,127.0744063,2021-03-25
B000002386,세종초등학교,초등학교,1962-10-04,사립,본교,운영,서울특별시 광진구 군자동 98,서울특별시 광진구 군자로 114,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.55288743,127.07331059999999,2021-03-25
B000011319,염광여자메디텍고등학교,고등학교,1968-03-02,사립,본교,운영,서울특별시 노원구 월계동 820-9,서울특별시 노원구 월계로45가길 9,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62988066,127.04866559999999,2021-03-25
B000002084,서울매동초등학교,초등학교,1895-11-15,공립,본교,운영,서울특별시 종로구 필운동 32,서울특별시 종로구 사직로9길 19,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57731605,126.9667696,2021-03-25
B000013469,서울여자고등학교,고등학교,1958-04-15,공립,본교,운영,서울특별시 마포구 염리동 128-2,서울특별시 마포구 백범로25길 34,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.54808746,126.94818629999999,2021-03-25
B000008232,대신중학교,중학교,1938-04-05,사립,본교,운영,서울특별시 종로구 행촌동 171-1,서울특별시 종로구 사직로 9,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57310947,126.96175290000001,2021-03-25
B000001898,서울신사초등학교,초등학교,1980-10-24,공립,본교,운영,서울특별시 은평구 신사동 98-32,서울특별시 은평구 가좌로 275-2,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.5928019,126.91230359999999,2021-03-25
B000008196,백운중학교,중학교,1992-05-06,공립,본교,운영,서울특별시 도봉구 쌍문동 68-2,서울특별시 도봉구 도봉로129길 50,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65607544,127.0359041,2021-03-25
B000008111,송곡여자중학교,중학교,1970-05-24,사립,본교,운영,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.60602827,127.10497409999999,2021-03-25
B000002404,서울성북초등학교,초등학교,1942-03-03,공립,본교,운영,서울특별시 성북구 성북동 66-1,서울특별시 성북구 성북로 102-10,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.59391791,126.99826999999999,2021-03-25
B000008216,녹천중학교,중학교,1995-05-06,공립,본교,운영,서울특별시 노원구 월계동 321-7,서울특별시 노원구 월계로 376,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.63126959,127.0622895,2021-03-25
B000008301,양동중학교,중학교,1984-03-05,공립,본교,운영,서울특별시 양천구 목동 600-6,서울특별시 양천구 목동중앙북로 49,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.54776895,126.86935290000001,2021-03-25
B000012092,동북고등학교,고등학교,1953-06-04,사립,본교,운영,서울특별시 강동구 둔촌동 180-2,서울특별시 강동구 강동대로 305,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.51969775,127.14063059999998,2021-03-25
B000008463,영훈국제중학교,중학교,1969-03-27,사립,본교,운영,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.61437718,127.02760390000002,2021-03-25
B000008135,서연중학교,중학교,1985-05-06,공립,본교,운영,서울특별시 서대문구 연희동 267-1,서울특별시 서대문구 연희로11마길 9-6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.56810892,126.9276344,2021-03-25
B000002184,서울선사초등학교,초등학교,2001-09-01,공립,본교,운영,서울특별시 강동구 암사동 186-1,서울특별시 강동구 올림픽로 837,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.55601842,127.1287926,2021-03-25
B000008089,동대문중학교,중학교,1963-03-18,공립,본교,운영,서울특별시 동대문구 전농동 322-17,서울특별시 동대문구 사가정로 59,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.5744331,127.05207859999999,2021-03-25
B000002085,서울재동초등학교,초등학교,1895-09-30,공립,본교,운영,서울특별시 종로구 가회동 210,서울특별시 종로구 북촌로4길 7,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57992482,126.9855602,2021-03-25
B000008457,수유중학교,중학교,1972-06-03,공립,본교,운영,서울특별시 강북구 수유동 491-61,서울특별시 강북구 인수봉로37길 40,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.63096396,127.01059099999999,2021-03-25
B000002196,서울남명초등학교,초등학교,1992-10-29,공립,본교,운영,서울특별시 양천구 신정동 653-5,서울특별시 양천구 중앙로23길 3,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5152537,126.85397759999998,2021-03-25
B000012045,삼성고등학교,고등학교,1986-01-12,공립,본교,운영,서울특별시 관악구 신림동 222,서울특별시 관악구 신림로 41,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.46932138,126.9436438,2021-03-25
B000011329,은평메디텍고등학교,고등학교,1970-05-10,사립,본교,운영,서울특별시 은평구 진관동 86,서울특별시 은평구 진관2로 57-57,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.6351761,126.929197,2021-03-25
B000002168,서울신명초등학교,초등학교,1982-05-04,공립,본교,운영,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 33,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54103994,127.1495915,2021-03-25
B000002340,서울신봉초등학교,초등학교,1981-07-13,공립,본교,운영,서울특별시 관악구 봉천동 458,서울특별시 관악구 양녕로6나길 1,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.48529595,126.9491081,2021-03-25
B000008344,신반포중학교,중학교,1984-01-09,공립,본교,운영,서울특별시 서초구 반포동 3-1,서울특별시 서초구 신반포로19길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.50570628,126.9961146,2021-03-25
B000026209,한울중학교,중학교,1971-12-29,공립,본교,운영,서울특별시 금천구 시흥동 792-1,서울특별시 금천구 독산로50길 60,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.46219599,126.90672620000001,2021-03-25
B000002369,서울광장초등학교,초등학교,1946-11-10,공립,본교,운영,서울특별시 광진구 광장동 389-1,서울특별시 광진구 광장로1길 27,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.54832225,127.1013357,2021-03-25
B000008202,정의여자중학교,중학교,1971-01-30,사립,본교,운영,서울특별시 도봉구 쌍문동 150-1,서울특별시 도봉구 노해로49길 69,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65340386,127.03205049999998,2021-03-25
B000001928,추계초등학교,초등학교,1964-07-20,사립,본교,운영,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.56373909,126.95307679999999,2021-03-25
B000013461,미양고등학교,고등학교,2009-06-10,공립,본교,운영,서울특별시 강북구 미아동 837-734,서울특별시 강북구 인수봉로 39,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.62411683,127.0121354,2021-03-25
B000008213,노원중학교,중학교,1989-03-06,공립,본교,운영,서울특별시 노원구 상계동 743,서울특별시 노원구 동일로213길 26,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.64905106,127.0598021,2021-03-25
B000012096,한영고등학교,고등학교,1933-04-18,사립,본교,운영,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54913153,127.1581885,2021-03-25
B000011308,이화여자대학교병설미디어고등학교,고등학교,1969-03-03,사립,본교,운영,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.60392624,127.1049794,2021-03-25
B000012038,수도여자고등학교,고등학교,1946-06-10,공립,본교,운영,서울특별시 동작구 신대방동 470-13,서울특별시 동작구 여의대방로10길 73,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.49306832,126.9155129,2021-03-25
B000002116,서울한강초등학교,초등학교,1960-07-14,공립,본교,운영,서울특별시 용산구 한강로3가 65-5,서울특별시 용산구 한강대로14길 9,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.52522655,126.965079,2021-03-25
B000002378,서울성자초등학교,초등학교,1983-12-01,공립,본교,운영,서울특별시 광진구 자양동 662,서울특별시 광진구 뚝섬로56길 7,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.53117606,127.083145,2021-03-25
B000012033,여의도여자고등학교,고등학교,1984-03-01,공립,본교,운영,서울특별시 영등포구 여의도동 40-2,서울특별시 영등포구 국제금융로7가길 13,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.52272813,126.93498229999999,2021-03-25
B000011309,서울도시과학기술고등학교,고등학교,1964-01-08,공립,본교,운영,서울특별시 성북구 하월곡동 90-1,서울특별시 성북구 종암로 196,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.6073086,127.0324762,2021-03-25
B000002083,서울청운초등학교,초등학교,1923-04-01,공립,본교,운영,서울특별시 종로구 청운동 123,서울특별시 종로구 자하문로 105,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.58563254,126.96924229999999,2021-03-25
B000008286,고덕중학교,중학교,1985-03-04,공립,본교,운영,서울특별시 강동구 고덕동 223,서울특별시 강동구 동남로82길 94,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.56001314,127.16129740000001,2021-03-25
B000012011,세현고등학교,고등학교,2006-03-01,공립,본교,운영,서울특별시 강서구 가양동 1491,서울특별시 강서구 허준로 227,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.56031757,126.86377979999999,2021-03-25
B000026237,풍문고등학교,고등학교,1944-04-10,사립,본교,운영,서울특별시 강남구 자곡동 643,서울특별시 강남구 자곡로 152,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.47135959,127.10069250000001,2021-03-25
B000002237,서울등촌초등학교,초등학교,1982-07-07,공립,본교,운영,서울특별시 강서구 등촌동 520-4,서울특별시 강서구 등촌로39길 71,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.54756456,126.8583713,2021-03-25
B000002183,서울강동초등학교,초등학교,1977-05-04,공립,본교,운영,서울특별시 강동구 천호동 306,서울특별시 강동구 상암로14길 77,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54590977,127.1299696,2021-03-25
B000008294,동신중학교,중학교,1950-05-16,사립,본교,운영,서울특별시 강동구 천호동 447-9,서울특별시 강동구 진황도로 72,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.53664957,127.13412220000001,2021-03-25
B000008151,중암중학교,중학교,1985-05-13,공립,본교,운영,서울특별시 마포구 중동 63,서울특별시 마포구 월드컵북로38길 25,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.57211207,126.9039182,2021-03-25
B000022793,금호고등학교,고등학교,2017-03-01,공립,본교,운영,서울특별시 성동구 금호동1가 1822,서울특별시 성동구 금호로 118,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.55332515,127.0239058,2021-03-25
B000008296,동북중학교,중학교,1953-06-04,사립,본교,운영,서울특별시 강동구 둔촌동 180-2,서울특별시 강동구 강동대로 305,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.52004583,127.14026470000002,2021-03-25
B000011359,성덕고등학교,고등학교,1977-03-04,사립,본교,운영,서울특별시 강동구 천호동 23-3,서울특별시 강동구 구천면로 396,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.55059239,127.1421023,2021-03-25
B000024102,서울어울초등학교,초등학교,2018-09-01,공립,본교,운영,서울특별시 은평구 녹번동 281-5,서울특별시 은평구 통일로 650,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.60636007,126.93509840000002,2021-03-25
B000001943,서울아현초등학교,초등학교,1932-04-02,공립,본교,운영,서울특별시 마포구 아현동 267-2,서울특별시 마포구 굴레방로 6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.55542287,126.95653850000001,2021-03-25
B000008229,재현중학교,중학교,1971-03-03,사립,본교,운영,서울특별시 노원구 중계동 129-2,서울특별시 노원구 덕릉로82길 64,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.66126447,127.08093889999999,2021-03-25
B000008168,영림중학교,중학교,1979-10-19,공립,본교,운영,서울특별시 구로구 구로동 105-2,서울특별시 구로구 가마산로27길 17,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.49780447,126.89077649999999,2021-03-25
B000002180,서울명일초등학교,초등학교,1980-10-06,공립,본교,운영,서울특별시 강동구 암사동 418-18,서울특별시 강동구 고덕로38길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.55446222,127.1420935,2021-03-25
B000011981,염광고등학교,고등학교,1983-10-02,사립,본교,운영,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.63101774,127.0499283,2021-03-25
B000008331,염경중학교,중학교,2006-05-23,공립,본교,운영,서울특별시 강서구 염창동 79-8,서울특별시 강서구 양천로69길 35,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.55447023,126.87068740000001,2021-03-25
B000011969,노원고등학교,고등학교,1989-04-27,공립,본교,운영,서울특별시 노원구 상계동 664,서울특별시 노원구 노원로 586,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.66235904,127.05333700000001,2021-03-25
B000002220,서울등마초등학교,초등학교,2009-03-02,공립,본교,운영,서울특별시 강서구 등촌동 718,서울특별시 강서구 등촌로35길 12,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.54199063,126.8617624,2021-03-25
B000002351,서울금북초등학교,초등학교,1968-11-26,공립,본교,운영,서울특별시 성동구 금호동1가 48-2,서울특별시 성동구 행당로1길 13,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.55709198,127.0235067,2021-03-25
B000008449,성신여자중학교,중학교,1936-04-28,사립,본교,운영,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 북악산로 918,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.59366975,127.02336559999999,2021-03-25
B000024205,서울강솔초등학교,초등학교,2017-03-01,공립,본교,운영,서울특별시 강동구 강일동 694,서울특별시 강동구 고덕로97길 80,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.56198707,127.1806458,2021-03-25
B000008171,시흥중학교,중학교,1993-05-04,공립,본교,운영,서울특별시 금천구 시흥동 산24-15,서울특별시 금천구 시흥대로38길 60,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.44579338,126.90541609999998,2021-03-25
B000001925,서울고은초등학교,초등학교,1971-12-03,공립,본교,운영,서울특별시 서대문구 홍제동 320-12,서울특별시 서대문구 모래내로 441,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.58477023,126.9434152,2021-03-25
B000012093,상일여자고등학교,고등학교,1979-10-06,사립,본교,운영,서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54933095,127.16967720000001,2021-03-25
B000013453,광양고등학교,고등학교,1988-04-20,공립,본교,운영,서울특별시 광진구 자양동 668,서울특별시 광진구 자양로3가길 31,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.52927088,127.085655,2021-03-25
B000002032,서울가인초등학교,초등학교,2004-05-14,공립,본교,운영,서울특별시 도봉구 창동 224-20,서울특별시 도봉구 도봉로136다길 4,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65985099,127.04326809999999,2021-03-25
B000008189,윤중중학교,중학교,1981-09-02,공립,본교,운영,서울특별시 영등포구 여의도동 38-2,서울특별시 영등포구 여의동로3길 3,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.51897848,126.923703,2021-03-25
B000002163,서울묘곡초등학교,초등학교,1985-10-23,공립,본교,운영,서울특별시 강동구 고덕동 498,서울특별시 강동구 동남로79길 46,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.55834131,127.1533139,2021-03-25
B000002181,서울천일초등학교,초등학교,1985-10-17,공립,본교,운영,서울특별시 강동구 천호동 217-70,서울특별시 강동구 구천면로 266,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.54407164,127.1331024,2021-03-25
B000011938,동국대학교사범대학부속여자고등학교,고등학교,1930-06-20,사립,본교,운영,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.54326169,127.0869732,2021-03-25
B000008356,신사중학교,중학교,1984-04-18,공립,본교,운영,서울특별시 강남구 압구정동 410,서울특별시 강남구 압구정로 123,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.52432934,127.0212357,2021-03-25
